{2, 1, 1}		2		Passed	


	{2, 2, 2}		3		Passed	


	{0, 0}		0		Passed	


	{1, 1, 1, 2}		-1		Passed	


	{10, 10}		-1		Passed	


	{7, 8, 7, 8, 8, 7, 8, 7, 8, 7, 8, 7, 7, 8, 7, 8}		8		Passed	


	{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1}		1		Passed	


	{2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2}		2		Passed	


	{7, 8, 7, 8, 8, 7, 8, 7, 8, 7, 8, 7, 7, 8, 7, 8}		8		Passed	


	{17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17}		18		Passed	


	{1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}		1		Passed	


	{1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}		1		Passed	


	{5, 5, 5, 5, 5, 5, 5}		-1		Passed	


	{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}		0		Passed	


	{49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49}		50		Passed	


	{50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50}		-1		Passed	


	{28, 29, 29, 28, 28, 28, 28, 29, 29, 29, 29, 28, 28, 29, 28, 28, 28, 28, 29, 28, 28, 29, 29, 28, 29, 28, 28, 28, 28, 29, 28, 28, 29, 28, 28, 29, 29, 29, 28, 28, 28, 29, 28, 28, 29, 28, 29, 28, 29, 29}		29		Passed	


	{19, 19, 19, 19, 18, 18, 18, 18, 18, 18, 18, 18, 19, 18, 18, 19, 19, 18, 19, 18, 19, 18, 19, 19, 18, 18, 18, 18, 19, 18, 18, 19}		19		Passed	


	{18, 18, 17, 17, 17, 17, 18, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 18, 18, 17, 17, 18, 17, 17, 18}		18		Passed	


	{7, 7, 7, 7, 7, 7, 7, 7}		8		Passed	


	{8, 7, 8, 8, 7, 8, 7, 7, 8, 8, 8, 8, 8, 8, 7, 8, 7, 7, 8, 8, 7, 8}		8		Passed	


	{29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 30}		30		Passed	


	{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1}		1		Passed	


	{20, 21, 21, 21, 20, 20, 21, 21, 21, 20, 21, 20, 20, 21, 21, 21, 20, 20, 20, 21, 20, 20, 20, 20, 20, 20, 21, 20, 20, 20, 20, 20, 20, 21, 21, 21, 21, 21}		21		Passed	


	{19, 19, 20, 19, 19, 20, 19, 19, 20, 19, 20, 20, 19, 19, 20, 20, 20, 19, 19, 20, 20, 20, 19, 20, 20, 19, 19, 19, 19, 19, 19, 20, 20, 20, 19, 20, 19, 20}		20		Passed	


	{4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 5, 5, 5, 5, 5, 5}		5		Passed	


	{11, 12, 11, 11, 12, 11, 11, 11, 12, 11, 11, 11, 11, 11, 11, 12}		12		Passed	


	{20, 21, 20, 20, 21, 21, 20, 21, 21, 21, 20, 21, 21, 20, 21, 21, 21, 21, 20, 20, 21, 20, 20, 20, 21, 20, 20, 21, 20, 21, 20, 20, 20, 20, 21, 20, 21, 20, 21, 21, 21, 20, 21, 21}		21		Passed	


	{2, 2, 2}		3		Passed	


	{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}		0		Passed	


	{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}		0		Passed	


	{26, 25, 25, 25, 26, 25, 25, 25, 26, 25, 25, 26, 25, 25, 25, 25, 25, 25, 25, 25, 26, 25, 25, 25, 25, 26, 26, 25, 26, 25, 25, 25, 25, 25, 26}		26		Passed	


	{26, 26, 27, 26, 26, 26, 26, 26, 26, 27, 26, 27, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 27, 26, 26, 26, 26, 26, 26, 26, 26, 27, 27}		27		Passed	


	{19, 19, 20, 19, 20, 20, 19, 19, 19, 19, 20, 20, 19, 19, 19, 20, 19, 19, 20, 19, 19, 19, 19, 19, 20, 20, 19, 20, 20, 19, 19, 20, 20}		20		Passed	


	{4, 4, 3, 3, 3, 4, 3, 4, 4, 4}		4		Passed	


	{16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 17, 16, 16, 16, 16, 16, 16, 17}		17		Passed	


	{20, 20, 20, 19, 19, 19, 20, 20, 20, 19, 20, 20, 19, 20, 20, 19, 19, 20, 20, 19, 19, 20, 20, 20, 19, 19, 20, 20, 19, 19, 19, 19, 19, 19, 19, 20, 19, 19, 20, 20}		20		Passed	


	{3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3}		3		Passed	


	{10, 11, 11, 10, 10, 10, 10, 11, 11, 11, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 10, 10, 10, 11, 10, 10, 11, 11, 11}		11		Passed	


	{9, 9, 9, 9, 9, 9, 9, 8, 9, 9, 8, 9, 9, 9, 9, 8, 9, 9, 8, 9, 9, 9, 9, 9, 8, 9, 9, 8, 8, 8, 8, 9}		9		Passed	


	{1, 1, 2}		2		Passed	


	{27, 28, 27, 28, 28, 27, 28, 27, 27, 28, 28, 28, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 27, 27, 27, 28, 27, 27, 27, 28, 28, 27, 28, 27, 28}		28		Passed	


	{41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 42, 41, 41, 41, 41, 41, 41, 41, 41, 41, 41, 42, 41, 41, 41, 41, 41, 42, 42}		42		Passed	


	{8, 8, 7, 8, 7, 8, 7, 8, 7, 7, 7, 8, 7, 7, 8}		8		Passed	


	{18, 19, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 19, 18, 19, 18, 18, 19, 19, 19}		19		Passed	


	{14, 13, 13, 13, 13, 13, 14, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 13, 13, 13, 13, 14}		14		Passed	


	{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}		0		Passed	


	{5, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 5, 5, 5, 5}		5		Passed	


	{9, 8, 8, 8, 9, 9, 8, 8, 8, 8, 9, 9, 9, 9, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 8, 9, 9}		9		Passed	


	{12, 11, 11, 11, 11, 12, 12, 12, 11, 11, 12, 12, 12, 12, 11, 11, 12, 12, 12, 12, 12, 11, 11, 12, 12, 12, 12, 12, 11, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12}		12		Passed	


	{23, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 22, 22, 23, 22, 22, 22, 22, 22, 22, 23, 22, 22, 23, 22, 22, 23, 22, 23, 23, 0}		-1		Passed	


	{21, 21, 21, 21, 21, 22, 21, 22, 22, 22, 21, 22, 22, 21, 22, 22, 22, 21, 21, 22, 22, 21, 22, 21, 22, 22, 22, 22, 21, 21, 21, 21, 22, 21, 21, 21, 22, 21, 21, 22, 22, 22, 21, 21}		-1		Passed	


	{4, 4, 4, 6, 4, 4, 6}		-1		Passed	


	{2, 2, 2, 2, 4, 4}		-1		Passed	


	{5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 0}		-1		Passed	


	{2, 2}		-1		Passed	


	{1, 1, 1, 1, 1, 1, 1, 1, 8}		-1		Passed	


	{34, 34, 33, 33, 33, 33, 34, 34, 33, 34, 33, 33, 34, 34, 33, 34, 33, 33, 34, 33, 33, 33, 33, 33, 34, 33, 33, 33, 33, 34, 32, 33, 33, 33, 33, 33, 33, 33, 34, 34, 34, 33, 33, 33, 33, 33, 33, 33, 34, 34}		-1		Passed	


	{25, 25, 25, 25, 26, 26, 26, 26, 26, 26, 26, 25, 25, 25, 26, 25, 25, 26, 25, 25, 25, 26, 25, 25, 26, 25, 26, 25, 25, 26, 25, 26, 26, 26, 25, 26, 25, 25, 26, 25, 26, 26, 25, 25, 26, 25, 26, 26, 26}		-1		Passed	


	{0, 0}		0		Passed	


	{1, 1}		2		Passed	


	{1, 0}		1		Passed	


	{0, 0, 1}		-1		Passed	


	{0, 2}		-1		Passed	


	{4, 4, 3, 5, 4, 5}		-1		Passed	


	{4, 3, 1, 0, 0}		-1		Passed	


	{3, 3, 3, 3, 3}		-1		Passed	


	{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0}		1		Passed	


	{2, 2, 2}		3		Passed	


	{5, 0, 0, 0, 0, 0}		-1		Passed	


	{5, 5, 5, 5, 5, 5, 5, 5}		-1		Passed	


	{1, 1, 1, 1, 2, 2}		-1		Passed	


	{1, 1, 1, 2}		-1		Passed	


	{0, 0, 1, 2}		-1		Passed	


	{3, 3, 3, 4, 4, 4, 4, 3}		4		Passed	


	{1, 1, 1, 1, 1, 1, 1}		-1		Passed	


	{2, 2, 0}		-1		Passed	


	{0, 0, 0, 3}		-1		Passed	


	{3, 3, 3, 4, 4, 4, 4}		-1		Passed	


	{1, 1, 1, 1, 1, 1}		-1		Passed	


	{1, 1, 1, 3}		-1		Passed	


	{1, 1, 2}		2		Passed	


	{0, 1, 2, 0}		-1		Passed	


	{2, 2, 2, 2, 2, 2}		-1		Passed	


	{2, 2, 2, 2, 2, 2, 2}		-1		Passed	


	{25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24}		25		Passed	


	{2, 2, 2, 2}		-1		Passed	


	{1, 1, 3, 4}		-1		Passed	


	{1, 0}		1		Passed	


	{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0}		1		Passed	


	{4, 4, 4, 4, 4, 5, 5, 5}		5		Passed	


	{3, 3, 2, 3, 1}		-1		Passed	


	{2, 2, 2, 2, 2, 2, 1}		-1		Passed	


	{1, 1, 1}		-1		Passed	


	{0, 1}		1		Passed	


	{3, 3, 3, 3, 4, 4, 4}		4		Passed	


	{3, 0, 1}		-1		Passed	


	{1, 2, 3}		-1		Passed	


	{3, 3, 0, 0}		-1		Passed	


	{1, 0, 3, 0, 0, 0}		-1		Passed	


	{3, 3, 3, 3, 3, 3}		-1		Passed	


	{2, 0, 0}		-1		Passed	


	{1, 4, 1, 3}		-1		Passed	


	{0, 1, 2}		-1		Passed	


	{2, 2, 2, 2, 3, 4}		-1		Passed	


	{5, 4, 4, 4, 4}		-1		Passed	


	{1, 2}		-1		Passed	


	{4, 4, 4, 4}		-1		Passed	


	{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0}		1		Passed	


	{2, 2, 2, 0}		-1		Passed	


	{0, 0, 2, 2}		-1		Passed	


	{3, 3, 3, 3, 3, 3, 3, 3}		-1		Passed	


	{0, 0, 2}		-1		Passed	


	{4, 0, 0, 0, 0}		-1		Passed	


	{2, 2}		-1		Passed	


	{2, 3, 1}		-1		Passed	


	{2, 2, 2, 1, 1}		2		Passed	


	{10, 11}		-1		Passed	


	{4, 1, 1, 1, 1}		-1		Passed	


	{2, 2, 1, 1, 1}		-1		Passed	


	{2, 1, 1, 3, 3}		-1		Passed	


	{1, 1}		2		Passed	


	{1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0}		-1		Passed	


	{1, 1, 2, 3}		-1		Passed	


	{0, 1, 2, 2, 3}		-1		Passed	


	{6, 10, 6, 6, 6, 6, 6, 5, 5, 6}		-1		Passed	


	{1, 2, 3, 0}		-1		Passed	


	{1, 2, 3, 3, 3, 3, 3}		-1		Passed	


	{0, 1, 1}		1		Passed	


	{0, 1, 1, 1, 1}		1		Passed	


	{1, 1, 2, 2, 2, 2, 2}		2		Passed	


	{1, 0, 1}		1		Passed	


	{2, 0}		-1		Passed	


	{2, 2, 2, 2, 2}		-1		Passed	


	{3, 3, 3, 3, 3, 3, 3}		-1		Passed	


	{2, 2, 2, 2, 2, 2, 2, 2, 2, 2}		-1		Passed	


	{4, 0, 0}		-1		Passed	


	{0, 0, 0, 0, 1}		-1		Passed	


	{0, 2, 2, 2, 2}		-1		Passed	


	{3, 3, 2, 2, 2}		3		Passed	


	{1, 0, 1, 1}		1		Passed	


	{2, 1, 2, 3}		-1		Passed	


	{1, 1, 3}		-1		Passed	


	{2, 3, 2, 2, 1}		-1		Passed	


	{0, 0, 0, 0, 12}		-1		Passed	


	{2, 2, 2, 2, 2, 5}		-1		Passed	


	{20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19}		20		Passed	


	{1, 1, 3, 1, 2}		-1		Passed	


	{3, 2, 1, 3}		-1		Passed	


	{0, 1, 1, 1}		1		Passed	


	{3, 3, 3, 3, 4}		4		Passed	


	{49, 49, 49, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3}		-1		Passed	


	{4, 4, 4, 4, 4, 5, 5}		5		Passed	


	{3, 3, 3, 3, 3, 5}		-1		Passed	


	{3, 4, 4, 4, 3}		-1		Passed	


	{2, 4, 3, 2, 1}		-1		Passed	


	{1, 2, 3, 4, 2}		-1		Passed	


	{2, 1, 2}		-1		Passed
